player_id,player,position,ht_inches,weight,bmi,current_team,birth_date,birth_place,death_date,life_span_yrs,college,high_school,draft_team,draft_round,draft_position,draft_year,current_salary,induct.year,from,to,1st.team.ap,pro_bowl,years.starter,career.avg.value,games,completions,pass.att,pass.yds,pass.td,longest.pass,int,times.sacked,sack.yds.lost,rush.att,rush.yds,rush.td,longest.rush,receptions,rec.yds,rec.tds,longest.rec
8356,Darrell Green,DB,69,184,27.22886429523408,NA,1960-02-15,"Houston, TX",NA,NA,Texas A&M-Kingsville;,"Jesse H. Jones, TX",Washington Redskins,1,28,1983,NA,2008,1983,2002,1,7,15,100,295,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,6,NA,NA,NA,NA
1725,Fred Biletnikoff,WR,73,190,25.119891929338436,NA,1943-02-23,"Erie, PA",NA,NA,Florida St.,"Erie Tech, PA",Oakland Raiders,2,11,1965,NA,1988,1965,1978,2,6,12,89,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589,8974,76,82
2759,Willie Brown,DB,73,195,25.780941716952604,NA,1940-12-02,"Yazoo City, MS",NA,NA,Grambling St.,"Yazoo Training, MS",NA,NA,NA,NA,NA,1984,1963,1978,5,9,13,108,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11304,Jimmy Johnson,DB,74,187,24.059580624639697,NA,1938-03-31,"Dallas, TX",NA,NA,UCLA,"Kingsburg, CA",San Francisco 49ers,1,6,1961,NA,1994,1961,1976,4,5,14,100,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,690,4,80
20135,Will Shields,G,75,315,39.454624363794174,NA,1971-09-15,"Fort Riley, KS",NA,NA,Nebraska,"Lawton, OK",Kansas City Chiefs,3,74,1993,NA,2015,1993,2006,2,12,13,113,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,4
20643,Jackie Smith,TE,76,235,28.66490875263292,NA,1940-02-23,"Columbia, MS",NA,NA,NW State (LA),"Kentwood, LA",St. Louis Cardinals,10,129,1963,NA,1994,1963,1978,0,5,13,73,210,0,3,0,0,0,1,0,0,38,327,3,37,480,7918,40,81
16915,Jim Otto,C,74,255,32.80851903359959,NA,1938-01-05,"Wausau, WI",NA,NA,Miami (FL),"Wausau, WI",NA,NA,NA,NA,NA,1980,1960,1974,10,12,15,106,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8675,Ray Guy,P,75,195,24.424291272824966,NA,1949-12-22,"Swainsboro, GA",NA,NA,Southern Miss,"Thomson, GA",Oakland Raiders,1,23,1973,NA,2014,1973,1986,3,7,14,32,207,2,3,54,0,32,1,1,12,11,43,0,24,NA,NA,NA,NA
13540,Howie Long,DE,77,268,31.846611478377582,NA,1960-01-06,"Somerville, MA",NA,NA,Villanova,"Milford, MA",Oakland Raiders,2,48,1981,NA,2000,1981,1993,2,8,11,95,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2724,Rosey Brown,T,75,255,31.939457818309577,NA,1932-10-20,"Charlottesville, VA",2004-06-09,71.6849315068493,Morgan St.,"Jefferson, VA",New York Giants,27,322,1953,NA,1975,1953,1965,6,9,13,50,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13048,Dick LeBeau,DB,73,185,24.458842141724265,NA,1937-09-09,"London, OH",NA,NA,Ohio St.,"London, OH",Cleveland Browns,5,58,1959,NA,2010,1959,1972,0,3,12,79,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7856,Frank Gifford,HB,73,197,26.045361631998272,NA,1930-08-16,"Santa Monica, CA",2015-08-09,85.0383561643836,USC,"Bakersfield, CA",New York Giants,1,11,1952,NA,1977,1952,1964,4,8,11,27,136,29,63,823,14,83,6,NA,NA,840,3609,34,79,367,5434,43,77
5361,Len Dawson,QB,72,190,25.82251236331878,NA,1935-06-20,"Alliance, OH",NA,NA,Purdue,"Alliance, OH",Pittsburgh Steelers,1,5,1957,NA,1987,1957,1975,2,7,12,110,211,2136,3741,28711,239,92,183,167,1423,294,1293,9,43,NA,NA,NA,NA
16983,Alan Page,DT,76,245,29.884692103808785,NA,1945-08-07,"Canton, OH",NA,NA,Notre Dame,"Central Catholic, OH",Minnesota Vikings,1,15,1967,NA,1988,1967,1981,6,9,15,135,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5308,Terrell Davis,RB,71,206,28.791242592674354,NA,1972-10-28,"San Diego, CA",NA,NA,Long Beach St.,"Abraham Lincoln, CA",Denver Broncos,6,196,1995,NA,2017,1995,2001,3,3,4,72,78,NA,NA,NA,NA,NA,NA,NA,NA,1655,7607,60,71,169,1280,5,35
8495,Bob Griese,QB,73,190,25.119891929338436,NA,1945-02-03,"Evansville, IN",NA,NA,Purdue,"Rex Mundi, IN",Miami Dolphins,1,4,1967,NA,1990,1967,1980,2,8,12,105,161,1926,3429,25092,192,86,172,267,2318,261,994,7,35,NA,NA,NA,NA
21087,John Stallworth,WR,74,191,24.574224060460867,NA,1952-07-15,"Tuscaloosa, AL",NA,NA,Alabama A&M;,"Tuscaloosa, AL",Pittsburgh Steelers,4,82,1974,NA,2002,1974,1987,1,3,10,80,165,NA,NA,NA,NA,NA,NA,NA,NA,9,111,1,47,537,8723,63,74
14047,Dan Marino,QB,76,224,27.323147066339462,NA,1961-09-15,"Pittsburgh, PA",NA,NA,Pittsburgh,"Central Catholic, PA",Miami Dolphins,1,27,1983,NA,2005,1983,1999,3,9,16,145,242,4967,8358,61361,420,85,252,270,1930,301,87,9,15,1,-6,0,0
9495,Ed Healey,T,73,207,27.36746120722661,NA,1894-12-28,"Indian Orchard, MA",1978-12-08,84,Dartmouth,"Springfield Classical, MA",NA,NA,NA,NA,NA,1964,1920,1927,4,0,7,0,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5334,Willie Davis,DE,75,243,30.43642450921265,NA,1934-07-24,"Lisbon, LA",NA,NA,Grambling St.,"Booker T. Washington, AR",Cleveland Browns,15,181,1956,NA,1981,1958,1969,5,5,11,94,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12199,Walt Kiesling,G,75,260,32.56572169709996,NA,1903-05-27,"St. Paul, MN",1962-03-02,58.8054794520548,St. Thomas,"Cretin-Derham Hall, MN",NA,NA,NA,NA,NA,1966,1926,1938,1,0,7,0,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13127,Tuffy Leemans,FB,72,195,26.50205216235348,NA,1912-11-12,"Superior, WI",1979-01-19,66.2301369863014,Oregon,"Central, WI",New York Giants,2,18,1936,NA,1978,1936,1943,1,2,8,0,80,167,383,2318,25,50,32,NA,NA,919,3132,17,75,28,422,3,50
23370,Bob Waterfield,QB,73,200,26.441991504566776,NA,1920-07-26,"Elmira, NY",1983-03-25,62.7041095890411,UCLA,"Van Nuys, CA",Cleveland Rams,5,42,1944,NA,1965,1945,1952,3,2,6,0,91,814,1617,11849,97,91,128,NA,NA,75,21,13,25,3,19,0,18
10264,Ken Houston,DB,75,197,24.67479682434112,NA,1944-11-12,"Lufkin, TX",NA,NA,Prairie View,"Paul L. Dunbar, TX",Houston Oilers,9,214,1967,NA,1986,1967,1980,2,12,13,96,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15587,Art Monk,WR,75,210,26.30308290919612,NA,1957-12-05,"White Plains, NY",NA,NA,Syracuse,"White Plains, NY",Washington Redskins,1,18,1980,NA,2008,1980,1995,1,3,14,93,224,1,2,46,0,46,0,0,0,63,332,0,26,940,12721,68,79
320,Larry Allen,G,75,325,40.707152121374946,NA,1971-11-27,"Los Angeles, CA",NA,NA,Butte JC (CA),"Centennial, CA",Dallas Cowboys,2,46,1994,NA,2013,1994,2007,6,11,13,98,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2492,Derrick Brooks,LB,72,235,31.93837055463112,NA,1973-04-18,"Pensacola, FL",NA,NA,Florida St.,"Booker T. Washington, FL",Tampa Bay Buccaneers,1,28,1995,NA,2014,1995,2008,5,11,13,141,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10576,Don Hutson,E,73,183,24.194422226678597,NA,1913-01-31,"Pine Bluff, AR",1997-06-26,84.4575342465753,Alabama,"Pine Bluff, AR",NA,NA,NA,NA,NA,1963,1935,1945,8,4,8,0,116,1,11,38,1,38,2,NA,NA,62,284,3,27,488,7991,99,92
9618,Ted Hendricks,LB,79,220,24.835813171065528,NA,1947-11-01,"Guatemala City, Guatemala",NA,NA,Miami (FL),"Hialeah, FL",Baltimore Colts,2,33,1969,NA,1990,1969,1983,4,8,14,107,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21053,Ken Stabler,QB,75,215,26.929346787986503,NA,1945-12-25,"Foley, AL",2015-07-08,69.5808219178082,Alabama,"Foley, AL",Oakland Raiders,2,52,1968,NA,2016,1970,1984,1,4,11,94,184,2270,3793,27938,194,88,222,281,2514,118,93,4,18,NA,NA,NA,NA
22604,Emlen Tunnell,DB,73,187,24.723262056769936,NA,1925-03-29,"Bryn Mawr, PA",1975-07-23,50.3506849315068,Toledo,"Radnor, PA",NA,NA,NA,NA,NA,1967,1948,1961,4,9,10,8,167,1,2,23,0,23,0,NA,NA,17,43,0,15,5,39,0,14
1274,Cliff Battles,TB,73,195,25.780941716952604,NA,1910-05-01,"Akron, OH",1981-04-28,71.041095890411,West Virginia Wesleyan,"Kenmore, OH",NA,NA,NA,NA,NA,1968,1932,1937,3,0,5,0,60,44,157,590,1,7,15,NA,NA,839,3511,23,75,38,546,4,0
3324,Earl Campbell,RB,71,232,32.42508874514782,NA,1955-03-29,"Tyler, TX",NA,NA,Texas,"John Tyler, TX",Houston Oilers,1,1,1978,NA,1991,1978,1985,3,5,7,68,115,1,3,57,1,57,1,0,0,2187,9407,74,81,121,806,0,66
2230,Terry Bradshaw,QB,75,215,26.929346787986503,NA,1948-09-02,"Shreveport, LA",NA,NA,Louisiana Tech,"Woodlawn, LA",Pittsburgh Steelers,1,1,1970,NA,1989,1970,1983,1,3,13,106,168,2025,3901,27989,212,90,210,307,2694,444,2257,32,39,0,1,0,1
3155,Jack Butler,DB,73,200,26.441991504566776,NA,1927-11-12,"Pittsburgh, PA",2013-05-11,85.5534246575343,St. Bonaventure,"Mount Carmel, Canada",NA,NA,NA,NA,NA,2012,1951,1959,3,4,8,0,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,102,4,33
12872,Willie Lanier,LB,73,245,32.3914395930943,NA,1945-08-21,"Clover, VA",NA,NA,Morgan St.,"Maggie L. Walker, VA",Kansas City Chiefs,2,50,1967,NA,1986,1967,1977,3,8,11,88,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21515,Joe Stydahar,T,76,233,28.420952082397744,NA,1912-03-17,"Kaylor, PA",1977-03-23,65.0602739726027,Pittsburgh,"Shinnston, WV",Chicago Bears,1,6,1936,NA,1967,1936,1946,4,4,5,0,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,0,9
22804,Steve Van Buren,HB,72,200,27.181591961388186,NA,1920-12-28,"La Ceiba, Honduras",2012-08-23,91.7150684931507,LSU,"Warren Easton, LA",Philadelphia Eagles,1,5,1944,NA,1965,1944,1951,5,0,8,0,83,1,3,35,0,35,0,NA,NA,1320,5860,69,70,45,523,3,50
3560,Cris Carter,WR,75,202,25.301060703131505,NA,1965-11-25,"Troy, OH",NA,NA,Ohio St.,"Middletown, OH",Philadelphia Eagles,4,3,1987,NA,2013,1987,2002,2,8,13,98,234,0,1,0,0,0,0,0,0,13,41,0,11,1101,13899,130,80
8929,Chris Hanburger,LB,74,218,28.048067252253762,NA,1941-08-13,"Fort Bragg, NC",NA,NA,North Carolina,"Hampton, VA",Washington Redskins,18,245,1965,NA,2011,1965,1978,4,9,12,96,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1
5518,Richard Dent,DE,77,265,31.490119558843503,NA,1960-12-13,"Atlanta, GA",NA,NA,Tennessee St.,"J.C. Murphy, GA",Chicago Bears,8,203,1983,NA,2011,1983,1997,1,4,10,96,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8466,Forrest Gregg,T,76,249,30.372605444279134,NA,1933-10-18,"Birthright, TX",NA,NA,SMU,"Sulphur Springs, TX",Green Bay Packers,2,20,1956,NA,1977,1956,1971,7,9,11,89,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21203,Jan Stenerud,K,74,187,24.059580624639697,NA,1942-11-26,"Fetsund, Norway",NA,NA,Montana St.,"Lillestrom, Norway",NA,NA,NA,NA,NA,1991,1967,1985,1,6,18,54,263,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA
1281,Sammy Baugh,QB,74,182,23.416276329863233,NA,1914-03-17,"Temple, TX",2008-12-17,94.8191780821918,TCU,"Temple, TX",Washington Redskins,1,6,1937,NA,1963,1937,1952,4,6,13,0,165,1693,2995,21886,187,86,203,NA,NA,324,325,9,41,1,0,0,0
12972,Dante Lavelli,E,72,191,25.95842032312572,NA,1923-02-23,"Hudson, OH",2009-01-20,85.9671232876712,Ohio St.,"Hudson, OH",Los Angeles Rams,12,103,1947,NA,1975,1946,1956,0,3,11,0,123,NA,NA,NA,NA,NA,NA,NA,NA,2,23,0,14,386,6488,62,72
6298,Turk Edwards,T,74,255,32.80851903359959,NA,1907-09-28,"Mold, WA",1973-01-12,65.3369863013699,Washington St.,"Clarkston, WA",NA,NA,NA,NA,NA,1969,1932,1940,3,1,7,0,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6441,John Elway,QB,75,215,26.929346787986503,NA,1960-06-28,"Port Angeles, WA",NA,NA,Stanford,"Granada Hills Charter, CA",Baltimore Colts,1,1,1983,NA,2004,1983,1998,0,9,16,138,234,4123,7250,51475,300,86,226,516,3785,774,3407,33,31,3,61,1,24
5335,Willie Davis,DE,72,180,24.46343276524937,NA,1967-10-10,"Little Rock, AR",NA,NA,Central Arkansas,"Altheimer, AR",NA,NA,NA,NA,NA,1981,1958,1969,5,5,11,94,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12066,Jim Kelly,QB,75,217,27.179852339502656,NA,1960-02-14,"Pittsburgh, PA",NA,NA,Miami (FL),"East Brady, PA",Buffalo Bills,1,14,1983,NA,2002,1986,1996,1,5,11,103,160,2874,4779,35467,237,84,175,323,2427,304,1049,7,24,2,40,0,35
7204,Dan Fouts,QB,75,204,25.55156625464766,NA,1951-06-10,"San Francisco, CA",NA,NA,Oregon,"St. Ignatius, CA",San Diego Chargers,3,64,1973,NA,1993,1973,1987,2,6,14,122,181,3297,5604,43040,254,81,242,319,2304,224,476,13,32,1,0,0,0
6181,Kenny Easley,DB,75,206,25.802071806163813,NA,1959-01-15,"Chesapeake, VA",NA,NA,UCLA,"Oscar F. Smith, VA",Seattle Seahawks,1,4,1981,NA,2017,1981,1987,3,5,7,60,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14025,Gino Marchetti,DE,76,244,29.7627137686912,NA,1927-01-02,"Smithers, WV",NA,NA,San Francisco,"Antioch, CA",Dallas Texans,2,14,1952,NA,1972,1952,1966,7,11,13,56,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,36,1,19
6757,Tom Fears,E,74,216,27.790745534343177,NA,1922-12-03,"Guadalajara, Mexico",2000-01-04,77.1397260273973,Santa Clara,"Manual Arts, CA",Cleveland Rams,11,103,1945,NA,1970,1948,1956,1,1,6,0,87,NA,NA,NA,NA,NA,NA,NA,NA,5,15,0,10,400,5397,38,80
21866,Jim Taylor,FB,74,232,29.849319277627856,NA,1934-06-27,"Rowden, TX",2005-02-25,70.7150684931507,Baylor,"Clyde, TX",Pittsburgh Steelers,3,29,1956,NA,1976,1958,1967,1,5,9,84,129,NA,NA,NA,NA,NA,NA,NA,NA,1941,8597,83,84,225,1756,10,41
22399,LaDainian Tomlinson,RB,70,221,31.77650140086922,NA,1979-06-23,"Rosebud, TX",NA,NA,TCU,"University, TX",San Diego Chargers,1,5,2001,NA,2017,2001,2011,3,5,10,128,170,8,12,143,7,38,0,2,3,3174,13684,145,85,624,4772,17,74
703,Doug Atkins,DE,80,257,28.29195999301089,NA,1930-05-08,"Humboldt, TN",2015-12-30,85.7041095890411,Tennessee,"Humboldt, TN",Cleveland Browns,1,11,1953,NA,1982,1953,1969,1,8,15,71,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24307,Bill Willis,DG,74,213,27.404762957477303,NA,1921-10-05,"Columbus, OH",2007-11-27,86.2027397260274,Ohio St.,"East, OH",NA,NA,NA,NA,NA,1977,1946,1953,3,3,6,0,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1641,Raymond Berry,E,74,187,24.059580624639697,NA,1933-02-27,"Corpus Christi, TX",NA,NA,Schreiner College,"Paris, TX",Baltimore Colts,20,232,1954,NA,1973,1955,1967,3,6,13,62,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631,9275,68,70
13805,Tom Mack,G,75,250,31.31319393951919,NA,1943-11-01,"Cleveland, OH",NA,NA,Michigan,"Cleveland Heights, OH",Los Angeles Rams,1,2,1966,NA,1999,1966,1978,1,11,13,90,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23807,Reggie White,DE,72,228,30.98701483598253,NA,1979-07-11,"Houston, TX",NA,NA,Oklahoma St.,"Liberty, TX",NA,NA,NA,NA,NA,2006,1985,2000,8,13,15,157,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10393,Sam Huff,LB,73,230,30.40829023025179,NA,1934-10-04,"Edna Gas, WV",NA,NA,West Virginia,"Farmington, WV",New York Giants,3,30,1956,NA,1982,1956,1969,2,5,13,63,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11704,Stan Jones,G,73,252,33.31690929575414,NA,1931-11-24,"Altoona, PA",2010-05-21,78.5424657534247,Maryland,"Lemoyne, PA",Chicago Bears,5,55,1953,NA,1991,1954,1966,3,7,12,39,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12120,Cortez Kennedy,DT,75,305,38.20209660621341,NA,1968-08-23,"Osceola, AR",2017-05-23,48.7808219178082,Miami (FL),"Rivercrest, AR",Seattle Seahawks,1,3,1990,NA,2012,1990,2000,3,8,8,99,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24831,Ron Yary,T,77,255,30.30181316039658,NA,1946-08-16,"Chicago, IL",NA,NA,USC,"Bellflower, CA",Minnesota Vikings,1,1,1968,NA,2001,1968,1982,6,7,12,97,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,5
6362,Carl Eller,DE,78,247,28.60339831013772,NA,1942-02-25,"Winston-Salem, NC",NA,NA,Minnesota,"Atkins, NC",Buffalo Bills,1,5,1964,NA,2004,1964,1979,5,6,15,123,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10827,Rickey Jackson,LB,74,243,31.264588726136076,NA,1958-03-20,"Pahokee, FL",NA,NA,Pittsburgh,"Pahokee, FL",New Orleans Saints,2,51,1981,NA,2010,1981,1995,0,6,15,113,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16323,Ernie Nevers,FB,72,204,27.72522380061595,NA,1903-06-11,"Willow River, MN",1976-05-03,72.9452054794521,Stanford,"Central, WI",NA,NA,NA,NA,NA,1963,1926,1931,5,0,5,0,54,NA,NA,NA,NA,NA,NA,NA,NA,0,0,38,0,NA,NA,NA,NA
8246,Red Grange,HB,72,180,24.46343276524937,NA,1903-06-13,"Forksville, PA",1991-01-28,87.6876712328767,Illinois,"Wheaton, IL",NA,NA,NA,NA,NA,1963,1925,1934,2,0,2,0,96,24,71,346,10,0,10,NA,NA,170,569,21,0,16,288,10,36
17412,Joe Perry,FB,72,200,27.181591961388186,NA,1927-01-22,"Stevens, AR",2011-04-25,84.3123287671233,Compton CC (CA),"David Starr Jordan, CA",NA,NA,NA,NA,NA,1969,1948,1963,2,3,11,15,181,3,11,79,1,34,0,NA,NA,1929,9723,71,78,260,2021,12,70
1883,Johnny Blood,TB,73,188,24.85547201429277,NA,1903-11-27,"New Richmond, WI",1985-11-28,82.0602739726027,Wisc-River Falls,"New Richmond, WI",NA,NA,NA,NA,NA,1963,1925,1938,0,0,8,0,137,24,70,299,4,0,5,NA,NA,120,386,5,0,67,1117,37,70
6010,Bill Dudley,HB,70,182,26.168883506598178,NA,1921-12-24,"Bluefield, VA",2010-02-04,88.1753424657534,Virginia,"Graham, VA",Pittsburgh Steelers,1,1,1942,NA,1966,1942,1953,1,3,8,0,90,81,222,985,6,38,17,NA,NA,765,3057,18,66,123,1383,18,80
3538,Harry Carson,LB,74,237,30.49262357240432,NA,1953-11-26,"Florence, SC",NA,NA,South Carolina St.,"McClenaghan, SC",New York Giants,4,105,1976,NA,2006,1976,1988,0,9,13,91,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,1,13
21143,Bart Starr,QB,73,197,26.045361631998272,NA,1934-01-09,"Montgomery, AL",NA,NA,Alabama,"Sidney Lanier, AL",Green Bay Packers,17,200,1956,NA,1977,1956,1971,1,4,13,90,196,1808,3149,24718,152,91,138,59,533,247,1308,15,39,NA,NA,NA,NA
9472,Mike Haynes,DB,74,192,24.70288491941616,NA,1953-07-01,"Denison, TX",NA,NA,Arizona St.,"John Marshall, CA",New England Patriots,1,5,1976,NA,1997,1976,1989,2,9,12,105,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15949,Marion Motley,FB,73,232,30.672710145297458,NA,1920-06-05,"Leesburg, GA",1999-06-27,79.1123287671233,South Carolina St.,"McKinley, OH",NA,NA,NA,NA,NA,1968,1946,1955,2,1,7,0,106,0,3,0,0,0,0,NA,NA,828,4720,31,76,85,1107,7,78
12846,Night Train Lane,DB,73,194,25.648731759429772,NA,1928-04-16,"Austin, TX",2002-01-29,73.8383561643836,West. Nebraska CC-Scottsbluff,"L.C. Anderson, TX",NA,NA,NA,NA,NA,1974,1952,1965,3,7,12,57,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,253,1,98
22030,Derrick Thomas,LB,72,232,31.530646675210292,NA,1965-03-08,"Paducah, KY",NA,NA,Arkansas,"Tilghman, KY",NA,NA,NA,NA,NA,2009,1989,1999,2,9,11,109,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13736,Link Lyman,T,74,233,29.977980136583152,NA,1898-11-30,"Table Rock, NE",1972-12-28,74.1260273972603,Nebraska,"McDonald Rural, KS",NA,NA,NA,NA,NA,1964,1922,1934,2,0,10,0,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0
17742,Fritz Pollard,TB,69,165,24.41718809083491,NA,1894-01-27,"Chicago, IL",1986-05-11,92.345205479452,Bates,"Lane Tech, IL",NA,NA,NA,NA,NA,2005,1920,1926,1,0,6,0,49,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11,0,0,0,1,0
827,Red Badgro,E,72,191,25.95842032312572,NA,1902-12-01,"Orillia, WA",1998-07-13,95.6794520547945,USC,"Kent, WA",NA,NA,NA,NA,NA,1981,1927,1936,0,0,7,0,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,560,7,13
2973,Nick Buoniconti,LB,71,220,30.747928982467755,NA,1940-12-15,"Springfield, MA",NA,NA,Notre Dame,"Cathedral, MA",Boston Patriots,13,102,1962,NA,2001,1962,1976,5,8,13,103,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2648,Jim Brown,FB,74,232,29.849319277627856,NA,1936-02-17,"St. Simons Island, GA",NA,NA,Syracuse,"Manhasset, NY",Cleveland Browns,1,6,1957,NA,1971,1957,1965,8,9,9,108,118,4,12,117,3,39,0,NA,NA,2359,12312,106,80,262,2499,20,83
22629,Bulldog Turner,C,73,237,31.33375993291163,NA,1919-03-10,"Plains, TX",1998-10-30,79.6958904109589,Hardin-Simmons,"Newman, TX",Chicago Bears,1,7,1940,NA,1966,1940,1952,7,4,12,0,138,NA,NA,NA,NA,NA,NA,NA,NA,1,48,1,48,1,2,0,2
5807,Art Donovan,DT,74,263,33.83780590524192,NA,1925-06-05,"Bronx, NY",2013-08-04,88.2246575342466,Notre Dame,"Mount Saint Michael Academy, NY",New York Giants,22,204,1947,NA,1968,1950,1961,4,5,12,17,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2760,Willie Brown,DB,72,188,25.550696443704897,NA,1942-03-21,"Tuscaloosa, AL",NA,NA,USC,"Long Beach Polytechnic, CA",Los Angeles Rams,3,32,1964,NA,1984,1963,1978,5,9,13,108,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22031,Derrick Thomas,LB,75,243,30.43642450921265,NA,1967-01-01,"Miami, FL",2000-02-08,33.1260273972603,Alabama,"South Miami, FL",Kansas City Chiefs,1,4,1989,NA,2009,1989,1999,2,9,11,109,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23540,Roger Wehrli,DB,72,190,25.82251236331878,NA,1947-11-26,"New Point, MO",NA,NA,Missouri,"King City, MO",St. Louis Cardinals,1,19,1969,NA,2007,1969,1982,3,7,13,82,193,0,1,0,0,0,0,1,11,5,45,1,19,NA,NA,NA,NA
24489,Kellen Winslow,TE,77,251,29.82649060101781,NA,1957-11-05,"St. Louis, MO",NA,NA,Missouri,"East St. Louis, IL",San Diego Chargers,1,13,1979,NA,1995,1979,1987,3,5,7,62,109,0,3,0,0,0,0,0,0,NA,NA,NA,NA,541,6741,45,67
24557,Alex Wojciechowicz,C,71,217,30.328639041797743,NA,1915-08-12,"South River, NJ",1992-07-13,76.972602739726,Fordham,"South River, NJ",Detroit Lions,1,6,1938,NA,1968,1938,1950,0,0,6,0,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,44,0,13
23270,Paul Warfield,WR,72,188,25.550696443704897,NA,1942-11-28,"Warren, OH",NA,NA,Ohio St.,"Warren G. Harding, OH",Cleveland Browns,1,11,1964,NA,1983,1964,1977,2,8,11,106,157,NA,NA,NA,NA,NA,NA,NA,NA,22,204,0,39,427,8565,85,86
24490,Kellen Winslow,TE,76,254,30.982497119867066,NA,1983-07-21,"San Diego, CA",NA,NA,Miami (FL),"Scripps Ranch, CA",Cleveland Browns,1,6,2004,NA,1995,1979,1987,3,5,7,62,109,0,3,0,0,0,0,0,0,NA,NA,NA,NA,541,6741,45,67
